invoice_code,invoice_number,invoice_date,customer_name,customer_email,customer_address,customer_city,customer_state,customer_postal_code,customer_country,payment_method,payment_due_date,subtotal,tax_rate,tax_amount,discount_rate,discount_amount,total,notes,status,created_by,created_at,updated_by,updated_at,due_date,paid_date,currency,exchange_rate,payment_reference,shipping_address,shipping_city,shipping_state,shipping_postal_code,shipping_country
hA*,4361,2/20/2022,Josefa Barby,bcollelton89@facebook.com,86971 Donald Pass,Trakan Phut Phon,,90120,Thailand,PayPal,10/30/2022,2051.74,0.1,205.174,0.5,1025.87,1231.044,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.

Fusce consequat. Nulla nisl. Nunc nisl.",paid,Mia Scohier,10/6/2022,Bianka Collelton,1/28/2022,6/4/2022,2/3/2022,THB,6.3797,payment ID,028 Jackson Street,Sambungjaya,,,Indonesia
gm*,2761,2/16/2022,Cathee Maddra,wpiddocke8a@bravesites.com,83 Parkside Avenue,Jiangchuanlu,,,China,credit card,8/7/2022,8515.79,0.17,1447.6843,0.38,3236.0002,6727.4741,"Sed ante. Vivamus tortor. Duis mattis egestas metus.

Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.

Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",paid,Deana Lenton,1/15/2022,Weidar Piddocke,2/9/2022,5/12/2022,12/29/2022,CNY,0.9709,payment ID,8 Old Shore Alley,Amga,,678600,Russia
Uw*,5383,10/29/2022,Freddi Caseri,gwrighton8b@naver.com,36661 Iowa Avenue,Plomárion,,,Greece,debit card,7/26/2022,196.81,0.03,5.9043,0.39,76.7559,125.9584,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.

Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.",draft,Anni Farrance,2/10/2022,Gery Wrighton,1/7/2022,3/20/2022,10/25/2022,EUR,9.3921,payment ID,899 Bultman Plaza,Xincheng,,,China
LS*,8036,8/11/2022,Lily Tingley,mbalsdon8c@sogou.com,1 Ridge Oak Way,Pitrufquén,,,Chile,debit card,12/24/2022,4626.83,0.07,323.8781,0.1,462.683,4488.0251,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.

Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.",overdue,Adelaida Oliva,1/18/2022,Maximilian Balsdon,12/24/2022,3/26/2022,3/3/2022,CLP,6.0262,payment ID,13536 Vernon Terrace,Laocheng,,,China
bt*,9122,12/24/2022,Kelcy Hubbert,dpyle8d@salon.com,15837 Oriole Hill,Nanzamu,,,China,credit card,3/30/2022,9807.0,0.16,1569.12,0.06,588.42,10787.7,Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.,paid,Bertie Cockshott,8/20/2022,Dorolice Pyle,10/4/2022,2/21/2022,3/13/2022,CNY,2.5199,payment ID,91491 Anderson Avenue,Mahébourg,,,Mauritius
R6*,4207,2/25/2022,Donna Egentan,lmeake8e@dell.com,149 Warbler Avenue,Sindangbarang,,,Indonesia,debit card,8/9/2022,8456.87,0.18,1522.2366,0.38,3213.6106,6765.496,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.

Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",paid,Dannie Burry,4/27/2022,Lonny Meake,10/21/2022,1/29/2022,6/24/2022,IDR,7.7292,reference number,74594 Logan Alley,Mikró Monastíri,,,Greece
T_*,9862,9/14/2022,Klarrisa Ivachyov,pfreiberg8f@hhs.gov,3 Fallview Street,Kudara-Somon,,671836,Russia,credit card,10/17/2022,5572.36,0.19,1058.7484,0.19,1058.7484,5572.36,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.

Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.",draft,Willis Canto,6/2/2022,Peder Freiberg,5/24/2022,7/6/2022,9/10/2022,RUB,6.5768,transaction ID,2536 Grasskamp Alley,Ubinskoye,,632520,Russia
RY*,5135,9/9/2022,Mauricio Peagrim,tknowlman8g@blog.com,8 Eagan Parkway,Aston,ENG,TF6,United Kingdom,credit card,4/9/2022,8766.61,0.16,1402.6576,0.28,2454.6508,7714.6168,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",draft,Kaia Anderer,8/5/2022,Tilda Knowlman,2/20/2022,4/23/2022,5/28/2022,GBP,2.4314,transaction ID,92 Warner Junction,Pandan,,,Indonesia
Rx*,1259,1/23/2022,Chester Clawson,bcastelletti8h@icq.com,97903 Division Circle,Krebet,,,Indonesia,debit card,4/25/2022,7135.38,0.05,356.769,0.41,2925.5058,4566.6432,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",overdue,Kizzee Richings,10/1/2022,Benjie Castelletti,10/5/2022,1/14/2022,3/24/2022,IDR,2.934,payment ID,3 Sherman Alley,Zhuangbian,,,China
Z0*,7628,1/25/2022,Rhianon Peevor,amatashkin8i@msn.com,582 Clove Trail,Abadou,,,Morocco,credit card,1/19/2022,7235.33,0.1,723.533,0.48,3472.9584,4485.9046,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.

In congue. Etiam justo. Etiam pretium iaculis justo.",paid,Cecily Stoter,4/18/2022,Amalle Matashkin,9/14/2022,5/31/2022,11/7/2022,MAD,5.5601,payment ID,88 Springview Pass,Nkayi,,,Republic of the Congo
v7*,4228,9/18/2022,Gustaf Rolls,rde8j@flickr.com,2033 Mariners Cove Plaza,Khanabad,,,Afghanistan,credit card,2/27/2022,6877.7,0.05,343.885,0.43,2957.411,4264.174,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.

In congue. Etiam justo. Etiam pretium iaculis justo.",draft,Karoly Monkley,2/13/2022,Royal De Gregoli,8/23/2022,4/19/2022,3/13/2022,AFN,6.4736,payment ID,56 Schmedeman Lane,Munka-Ljungby,M,266 91,Sweden
g1*,2955,10/26/2022,Lisetta Prys,dfruin8k@abc.net.au,2 Warrior Street,Yidian,,,China,PayPal,9/27/2022,2634.96,0.11,289.8456,0.33,869.5368,2055.2688,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.

In congue. Etiam justo. Etiam pretium iaculis justo.",paid,Gale Ditt,3/30/2022,Dwain Fruin,8/7/2022,8/23/2022,5/28/2022,CNY,5.9649,payment ID,605 Killdeer Plaza,Liuji,,,China
O1*,5836,2/25/2022,Domenic Regler,gprothero8l@fotki.com,7512 Reindahl Circle,Busalangga,,,Indonesia,PayPal,5/20/2022,6820.41,0.04,272.8164,0.33,2250.7353,4842.4911,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.

Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.

Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",sent,Sarena Dunmore,8/7/2022,Glenn Prothero,10/18/2022,7/19/2022,6/15/2022,IDR,6.1688,transaction ID,66 Westend Lane,Danirai,,,Indonesia
I_*,5831,3/5/2022,Glennie Sevior,rmiliffe8m@1und1.de,336 Sheridan Terrace,Verkhnyaya Toyma,,169510,Russia,credit card,3/1/2022,9117.36,0.12,1094.0832,0.25,2279.34,7932.1032,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.,paid,Ethelind Verzey,2/3/2022,Remy Miliffe,7/24/2022,2/11/2022,3/26/2022,RUB,1.884,reference number,46 Arkansas Trail,Berbérati,,,Central African Republic
tz*,7362,3/22/2022,Mozes Rosander,jwooding8n@webs.com,9 Comanche Crossing,Harrison Brook,NB,E7E,Canada,debit card,4/24/2022,5507.81,0.13,716.0153,0.07,385.5467,5838.2786,"Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.

Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",overdue,Sacha Dyke,9/9/2022,Jaquenetta Wooding,5/6/2022,3/7/2022,1/29/2022,CAD,7.5048,transaction ID,02179 Northfield Trail,Chimbas,,5413,Argentina
t8*,3982,5/18/2022,Swen Bleasby,bnurden8o@google.fr,77930 Bay Center,Changzheng,,,China,debit card,5/3/2022,2696.57,0.19,512.3483,0.47,1267.3879,1941.5304,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.

Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",sent,Clem Vautre,12/28/2022,Bancroft Nurden,2/5/2022,8/9/2022,5/18/2022,CNY,9.2827,reference number,5 Aberg Drive,Yvetot,A7,76194 CEDEX,France
E_*,1500,7/31/2022,Ronny Burrells,mwhittaker8p@kickstarter.com,73542 Corscot Way,Galamares,11,2710-210,Portugal,credit card,3/26/2022,471.86,0.08,37.7488,0.46,217.0556,292.5532,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.

Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.

Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",sent,Donielle Ludewig,4/16/2022,Maddalena Whittaker,12/1/2022,8/13/2022,2/12/2022,EUR,1.2978,reference number,0947 Hintze Avenue,Orlovskiy,,347513,Russia
SL*,9116,2/25/2022,Maurita Murrie,tleicester8q@istockphoto.com,53204 Grasskamp Junction,Kamenica,,,Kosovo,PayPal,12/12/2022,5062.01,0.19,961.7819,0.33,1670.4633,4353.3286,"Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.

Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",paid,Duky Marshall,3/26/2022,Talya Leicester,6/26/2022,4/24/2022,10/24/2022,EUR,4.4161,payment ID,032 Steensland Way,Jimo,,,China
Fw*,6546,11/21/2022,Vassily Linford,agiorgio8r@jalbum.net,390 Tony Circle,Pedro Betancourt,,,Cuba,debit card,2/11/2022,8381.41,0.13,1089.5833,0.23,1927.7243,7543.269,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.

Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.",paid,Balduin Szanto,11/27/2022,Averil Giorgio,3/24/2022,6/23/2022,4/23/2022,CUP,1.4969,transaction ID,9 Pierstorff Court,Shazi,,,China
l_*,3314,1/13/2022,Ardra Lewer,hsutterfield8s@ucla.edu,5 Bowman Court,Pryyutivka,,,Ukraine,credit card,1/23/2022,8487.46,0.0,0.0,0.19,1612.6174,6874.8426,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",overdue,Calypso Grewcock,10/19/2022,Hermann Sutterfield,12/20/2022,3/10/2022,6/4/2022,UAH,3.6899,transaction ID,4 Cambridge Trail,Fuwah,,,Egypt
i3*,8340,2/16/2022,Arden Kharchinski,iransbury8t@goo.ne.jp,9750 Chinook Trail,Jiagao,,,China,credit card,3/21/2022,1236.46,0.15,185.469,0.48,593.5008,828.4282,"Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.

Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",overdue,Alison Corhard,12/28/2022,Idalia Ransbury,10/22/2022,2/11/2022,2/12/2022,CNY,1.7314,transaction ID,20 Armistice Street,Kedungwungu,,,Indonesia
b3*,7303,12/25/2022,Torey Owen,remmet8u@salon.com,80 Ramsey Circle,Clifden,,H71,Ireland,PayPal,11/9/2022,9354.9,0.09,841.941,0.09,841.941,9354.9,"Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.

In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.",overdue,Meir Colliford,5/9/2022,Ronnie Emmet,7/28/2022,3/23/2022,3/5/2022,EUR,6.948,reference number,36998 Del Sol Hill,Gatak,,,Indonesia
A4*,7853,12/16/2022,Marley Bundy,teverwin8v@cdbaby.com,6527 Straubel Crossing,Dalang,,,China,debit card,10/11/2022,1893.81,0.16,303.0096,0.21,397.7001,1799.1195,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.

Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",paid,Cristionna Passo,9/23/2022,Thoma Everwin,2/21/2022,3/22/2022,9/5/2022,CNY,6.8063,reference number,428 Transport Park,Salt Lake City,UT,84120,United States
Q6*,9736,5/12/2022,Tiffie Morffew,tneal8w@joomla.org,0608 Towne Pass,Tongxing,,,China,PayPal,10/3/2022,8506.26,0.07,595.4382,0.19,1616.1894,7485.5088,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",overdue,Vonni de Vaen,6/13/2022,Tedman Neal,12/17/2022,6/24/2022,5/18/2022,CNY,7.2495,transaction ID,1621 Esker Crossing,Aiquile,,,Bolivia
E_*,6874,12/5/2022,Mayor Marran,mplascott8x@edublogs.org,31 Cascade Lane,Paitan,,9801,Philippines,PayPal,12/22/2022,5328.94,0.14,746.0516,0.07,373.0258,5701.9658,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.

Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.",draft,Zahara Botler,6/23/2022,Monti Plascott,4/24/2022,4/20/2022,11/14/2022,PHP,7.4003,transaction ID,0558 Brentwood Road,Sarishābāri,,2051,Bangladesh
kA*,3080,5/15/2022,Shermy McIlwrath,ipailin8y@mlb.com,2 Cherokee Road,Pajeksan,,,Indonesia,credit card,8/18/2022,7568.0,0.11,832.48,0.39,2951.52,5448.96,"Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.

Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",overdue,Ulrick Rudgard,8/5/2022,Irina Pailin,10/4/2022,4/12/2022,10/25/2022,IDR,6.367,payment ID,4 Ridgeview Court,Mungyeong,,,South Korea
qi*,2185,2/17/2022,Brand Muge,tgrogor8z@drupal.org,50691 Village Green Court,Talisay,,4602,Philippines,PayPal,8/7/2022,5409.61,0.08,432.7688,0.48,2596.6128,3245.766,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.

Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.",sent,Christie Belitz,8/9/2022,Teri Grogor,11/14/2022,2/21/2022,1/23/2022,PHP,6.7546,payment ID,7571 Lukken Place,Göteborg,O,414 66,Sweden
n_*,6009,3/31/2022,Kass Endicott,eunderwood90@gmpg.org,179 Longview Way,Fuhai,,,China,debit card,2/25/2022,5082.38,0.17,864.0046,0.03,152.4714,5793.9132,"Phasellus in felis. Donec semper sapien a libero. Nam dui.

Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.

Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.",draft,Cyrillus Fitzgerald,11/5/2022,Elia Underwood,4/25/2022,5/10/2022,7/24/2022,CNY,7.3687,payment ID,9 Sullivan Road,Rongcheng,,,China
Pt*,5030,10/10/2022,Archibaldo Deane,nmcconnachie91@fema.gov,8 4th Point,Wonokerto,,,Indonesia,credit card,12/12/2022,4454.13,0.03,133.6239,0.33,1469.8629,3117.891,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,paid,Currey Witterick,5/11/2022,Nadean McConnachie,6/29/2022,9/2/2022,8/14/2022,IDR,3.1178,payment ID,476 Sutteridge Drive,Guazacapán,,06011,Guatemala
f7*,9168,2/10/2022,Conway Crush,jrawlinson92@amazon.com,95 Aberg Crossing,Sokol,,162139,Russia,debit card,11/23/2022,8704.53,0.19,1653.8607,0.39,3394.7667,6963.624,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",sent,Aristotle Rubinowitsch,4/15/2022,Julina Rawlinson,5/30/2022,9/8/2022,11/20/2022,RUB,0.9222,reference number,4 Becker Street,Ximapo,,,China
KN*,8349,7/22/2022,Lauritz Hannigane,mchaloner93@apache.org,32 Menomonie Place,Xuanbao,,,China,debit card,12/1/2022,7682.09,0.08,614.5672,0.12,921.8508,7374.8064,"Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.

Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.",overdue,Bibbye Carley,11/28/2022,Margi Chaloner,10/21/2022,5/2/2022,12/27/2022,CNY,3.1831,payment ID,6 Scott Place,Chaihe,,,China
sN*,7379,6/7/2022,Bail Hartropp,acapener94@lycos.com,16915 Rigney Crossing,Narew,,17-210,Poland,PayPal,2/24/2022,4044.73,0.11,444.9203,0.49,1981.9177,2507.7326,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.

Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.",sent,Jenn Iorio,1/24/2022,Adrien Capener,8/24/2022,11/4/2022,4/29/2022,PLN,9.707,reference number,1100 Eastlawn Center,Sumenep,,,Indonesia
Fp*,1277,8/21/2022,Jonie Narraway,phaldin95@comsenz.com,36766 Glacier Hill Hill,Hamanoichi,,870-0002,Japan,PayPal,12/11/2022,965.81,0.06,57.9486,0.48,463.5888,560.1698,"Sed ante. Vivamus tortor. Duis mattis egestas metus.

Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.

Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",overdue,Heath Ambrogelli,6/17/2022,Patience Haldin,3/1/2022,6/24/2022,1/4/2022,JPY,6.1413,reference number,8 Erie Crossing,Dehī,,,Afghanistan
G_*,8185,5/16/2022,Leda McNeillie,vallport96@i2i.jp,739 Cordelia Hill,Comandante Luis Piedra Buena,,9303,Argentina,credit card,8/30/2022,8482.71,0.12,1017.9252,0.12,1017.9252,8482.71,"Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.

Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",paid,Laina Lum,9/25/2022,Virgil Allport,7/5/2022,11/20/2022,3/25/2022,ARS,4.9363,transaction ID,87800 Hooker Avenue,Stavyshche,,,Ukraine
Mx*,6735,2/19/2022,Spence Donat,kprettyman97@aol.com,24150 Buhler Road,Carvalhos,16,4960-349,Portugal,PayPal,6/15/2022,2847.74,0.01,28.4774,0.03,85.4322,2790.7852,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",draft,Bride Thirlwall,6/20/2022,Kanya Prettyman,8/23/2022,7/22/2022,10/17/2022,EUR,7.6866,payment ID,5 Sunfield Hill,Jisegumen,,,China
p_*,7352,8/27/2022,Ardelle Ducker,ksealeaf98@booking.com,0720 Kensington Court,Fengli,,,China,PayPal,5/20/2022,4994.01,0.04,199.7604,0.37,1847.7837,3345.9867,"Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.

Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",sent,Carlina Absalom,5/9/2022,Kippar Sealeaf,8/31/2022,6/12/2022,7/23/2022,CNY,3.2925,transaction ID,613 Claremont Parkway,Bilüü,,,Mongolia
yo*,4416,5/22/2022,Gherardo Emsden,lpalfreman99@alibaba.com,75183 Village Court,Qaraçuxur,,,Azerbaijan,debit card,3/1/2022,1714.42,0.12,205.7304,0.03,51.4326,1868.7178,"Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.

Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.",sent,Lawrence Boud,1/23/2022,Luisa Palfreman,3/29/2022,8/5/2022,11/27/2022,AZN,5.7402,payment ID,1190 Armistice Drive,Satsumasendai,,899-1922,Japan
rX*,5189,9/24/2022,Marjory Vina,ckuban9a@va.gov,22220 Shopko Street,Balayong,,7213,Philippines,credit card,5/6/2022,6479.21,0.01,64.7921,0.08,518.3368,6025.6653,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.

Fusce consequat. Nulla nisl. Nunc nisl.",overdue,Karia McCuffie,8/13/2022,Caz Kuban,9/30/2022,2/9/2022,2/8/2022,PHP,7.8444,reference number,60168 Fairfield Pass,Ögöömör,,,Mongolia
